Volatility 3 Framework 2.26.2

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 10904	720	svchost.exe	0xba0400c2b300	2	-	0	False	2025-11-09 05:56:47.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost	C:\Windows\System32\svchost.exe
** 3744	720	ssh-agent.exe	0xba03fe53b2c0	2	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\OpenSSH\ssh-agent.exe	C:\Windows\System32\OpenSSH\ssh-agent.exe	C:\Windows\System32\OpenSSH\ssh-agent.exe
** 2212	720	svchost.exe	0xba040002a080	27	-	0	False	2025-11-09 06:05:27.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc	C:\Windows\system32\svchost.exe
** 1704	720	mDNSResponder.	0xba03ff0eb080	2	-	0	False	2025-11-09 06:22:00.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\Bonjour\mDNSResponder.exe	"C:\Program Files\Bonjour\mDNSResponder.exe"	C:\Program Files\Bonjour\mDNSResponder.exe
** 1200	720	svchost.exe	0xba03fda8e080	3	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts	C:\Windows\System32\svchost.exe
** 3764	720	sshd.exe	0xba03fe5e9280	2	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\OpenSSH\sshd.exe	C:\Windows\System32\OpenSSH\sshd.exe	C:\Windows\System32\OpenSSH\sshd.exe
** 1724	720	svchost.exe	0xba03fdc59080	5	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp	C:\Windows\system32\svchost.exe
** 1732	720	svchost.exe	0xba03fdc2e300	2	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s UmRdpService	C:\Windows\System32\svchost.exe
** 1740	720	svchost.exe	0xba03fdc33340	4	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s EventSystem	C:\Windows\system32\svchost.exe
** 3788	720	Sysmon64.exe	0xba03fe5ed240	18	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\Sysmon64.exe	C:\Windows\Sysmon64.exe	C:\Windows\Sysmon64.exe
** 6868	720	svchost.exe	0xba03ff6c52c0	5	-	0	False	2025-11-09 05:56:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s TokenBroker	C:\Windows\system32\svchost.exe
** 1756	720	svchost.exe	0xba03fdc362c0	6	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain	C:\Windows\system32\svchost.exe
** 1248	720	svchost.exe	0xba03fdaab080	4	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc	C:\Windows\system32\svchost.exe
** 1764	720	svchost.exe	0xba03fdc5f080	3	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s Themes	C:\Windows\System32\svchost.exe
** 3812	720	svchost.exe	0xba03fe5f62c0	3	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks	C:\Windows\System32\svchost.exe
** 5348	720	svchost.exe	0xba03ff871340	8	-	0	False	2025-11-09 05:56:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s CDPSvc	C:\Windows\system32\svchost.exe
** 1256	720	svchost.exe	0xba03fdaad2c0	1	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService	C:\Windows\System32\svchost.exe
** 6896	720	svchost.exe	0xba03ff6c7300	3	-	0	False	2025-11-09 05:56:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService	C:\Windows\System32\svchost.exe
*** 6892	6896	ctfmon.exe	0xba03ff7bf300	10	-	1	False	2025-11-09 05:56:26.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\ctfmon.exe	"ctfmon.exe"	C:\Windows\system32\ctfmon.exe
** 2800	720	svchost.exe	0xba03f7d14080	4	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc	C:\Windows\system32\svchost.exe
** 3824	720	VGAuthService.	0xba03fe5f4080	2	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe	"C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"	C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe
** 3316	720	svchost.exe	0xba03fe3ee2c0	1	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc	C:\Windows\system32\svchost.exe
** 5876	720	svchost.exe	0xba03ff1ba300	1	-	0	False	2025-11-09 05:56:17.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService	C:\Windows\system32\svchost.exe
*** 5944	5876	dasHost.exe	0xba03fe3f42c0	3	-	0	False	2025-11-09 05:56:17.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\dasHost.exe	dashost.exe {8c2402d3-336e-42dd-8056363fd1bc9715}	C:\Windows\system32\dashost.exe
** 3840	720	vm3dservice.ex	0xba03fe619300	3	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\VMware\VMware Tools\vm3dservice.exe	"C:\Program Files\VMware\VMware Tools\vm3dservice.exe"	C:\Program Files\VMware\VMware Tools\vm3dservice.exe
*** 4116	3840	vm3dservice.ex	0xba03fe6c6340	4	-	1	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\VMware\VMware Tools\vm3dservice.exe	"C:\Program Files\VMware\VMware Tools\vm3dservice.exe" -n	C:\Program Files\VMware\VMware Tools\vm3dservice.exe
** 3852	720	vmtoolsd.exe	0xba03fe540080	14	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\VMware\VMware Tools\vmtoolsd.exe	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	C:\Program Files\VMware\VMware Tools\vmtoolsd.exe
** 6416	720	NisSrv.exe	0xba03ff6230c0	3	-	0	False	2025-11-09 05:56:22.000000 UTC	N/A	\Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\NisSrv.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25090.3009-0\NisSrv.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25090.3009-0\NisSrv.exe
** 3864	720	WinCollectSvc.	0xba03fe618080	3	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\IBM\WinCollect\bin\WinCollectSvc.exe	"C:\Program Files\IBM\WinCollect\bin\WinCollectSvc.exe"	C:\Program Files\IBM\WinCollect\bin\WinCollectSvc.exe
*** 4240	3864	WinCollect.exe	0xba03fe6f12c0	42	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Program Files\IBM\WinCollect\bin\WinCollect.exe	WinCollect.exe	C:\Program Files\IBM\WinCollect\bin\WinCollect.exe
**** 4320	4240	conhost.exe	0xba03fe752280	4	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
** 7968	720	svchost.exe	0xba03ffd152c0	7	-	0	False	2025-11-09 05:56:28.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc	C:\Windows\system32\svchost.exe
** 2340	720	svchost.exe	0xba03fdf04080	6	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalService -p -s netprofm	C:\Windows\System32\svchost.exe
** 2856	720	svchost.exe	0xba03f7cdf080	2	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s ShellHWDetection	C:\Windows\System32\svchost.exe
** 3884	720	MsMpEng.exe	0xba03fe626080	35	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.25090.3009-0\MsMpEng.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25090.3009-0\MsMpEng.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25090.3009-0\MsMpEng.exe
** 2352	720	svchost.exe	0xba03fdf54080	5	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation	C:\Windows\System32\svchost.exe
** 2864	720	svchost.exe	0xba03f7dc2080	23	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Winmgmt	C:\Windows\system32\svchost.exe
** 1840	720	svchost.exe	0xba03ffdf5080	5	-	0	False	2025-11-09 06:05:32.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalService -p -s LicenseManager	C:\Windows\System32\svchost.exe
** 1336	720	svchost.exe	0xba03fdae8340	2	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\Windows\system32\svchost.exe
** 1852	720	svchost.exe	0xba03fdca9080	1	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc	C:\Windows\system32\svchost.exe
** 2368	720	svchost.exe	0xba03fef06080	3	-	0	False	2025-11-09 05:56:16.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc	C:\Windows\System32\svchost.exe
** 1356	720	svchost.exe	0xba03fdb07080	9	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog	C:\Windows\System32\svchost.exe
** 9040	720	svchost.exe	0xba03fe984080	4	-	0	False	2025-11-09 05:56:30.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s lfsvc	C:\Windows\system32\svchost.exe
** 7524	720	svchost.exe	0xba03ffa430c0	7	-	1	False	2025-11-09 05:56:27.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc	C:\Windows\system32\svchost.exe
** 3948	720	svchost.exe	0xba03fe6692c0	7	-	0	False	2025-11-09 05:56:15.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s LanmanServer	C:\Windows\system32\svchost.exe
** 9580	720	SgrmBroker.exe	0xba04004cf080	7	-	0	False	2025-11-09 05:58:17.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\SgrmBroker.exe	C:\Windows\system32\SgrmBroker.exe	C:\Windows\system32\SgrmBroker.exe
** 5488	720	svchost.exe	0xba03fef842c0	1	-	0	False	2025-11-09 05:56:16.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s fdPHost	C:\Windows\system32\svchost.exe
** 2936	720	svchost.exe	0xba03fe125340	11	-	0	False	2025-11-09 05:56:14.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	C:\Windows\system32\svchost.exe
** 5500	720	svchost.exe	0xba03ff117080	2	-	0	False	2025-11-09 05:56:16.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p -s NcdAutoSetup	C:\Windows\System32\svchost.exe
** 6012	720	svchost.exe	0xba03ff216080	7	-	0	False	2025-11-09 05:56:17.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV	C:\Windows\system32\svchost.exe
** 896	720	svchost.exe	0xba03fd198280	15	-	0	False	2025-11-09 05:56:13.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k DcomLaunch -p	C:\Windows\system32\svchost.exe
*** 5472	896	SearchApp.exe	0xba03ffe77080	24	-	1	False	2025-11-09 05:59:52.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	"C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
*** 9208	896	UserOOBEBroker	0xba03ffddc080	1	-	1	False	2025-11-09 05:58:02.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\oobe\UserOOBEBroker.exe	C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding	C:\Windows\System32\oobe\UserOOBEBroker.exe
*** 8004	896	RuntimeBroker.	0xba03ffcdc080	3	-	1	False	2025-11-09 05:56:28.000000 UTC	N/A	\Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
